,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_COO,fr_Ar_N,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_aldehyde,fr_alkyl_halide,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_methoxy,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_priamide,fr_pyridine,fr_sulfide,fr_unbrch_alkane,Boron Partial Charge
O=C(O)c1ccc(B(O)O)c(Cl)c1,10.450661690602168,-1.684865835222978,10.450661690602168,0.008703703703704102,0.573806917400752,200.38599999999997,194.33799999999997,200.004766752,68.0,0.4894561750304401,-0.4776386301272699,0.4894561750304401,0.4776386301272699,1.3846153846153846,2.0,2.3846153846153846,35.495691238450675,9.79758867509653,2.158080160230022,-2.023706612107437,2.086456911887288,-2.304376077433064,6.62306342611804,0.06966152078046209,3.12712790463451,339.2644690297778,10.008071689507773,6.437254626731468,7.1931835727499225,6.019744507803581,3.4098199652882446,3.787784438297472,2.4151136418149783,2.8223137685555844,1.5255722931491813,1.8528991285031697,0.8695621637465571,1.147694801270151,-1.035064935064935,668.9822296953496,10.048512618392136,3.7831242643341882,2.2108768717954463,79.53643883390059,15.154572544972712,0.0,0.0,0.0,0.0,13.087697622176211,0.0,4.794537184071822,0.0,0.0,17.667306958694127,12.13273413692322,10.485436574156159,5.563451491696996,19.949109729044533,30.151440772823562,0.0,0.0,0.0,0.0,0.0,28.785186010823153,0.0,5.462803260414833,0.0,0.0,11.600939890232516,28.242270167148924,0.0,0.0,10.357988675768818,18.19910120538483,5.022633313741326,0.0,77.75999999999999,13.087697622176211,4.794537184071822,16.048888065853156,0.0,0.0,18.19910120538483,0.0,0.0,0.0,26.755512435205226,0.0,5.5851234567901225,10.450661690602168,26.09360575711766,0.09820987654321067,-1.1102966742252456,3.678672839506173,0.0,0.0,-1.684865835222978,0.0,13.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,6.0,2.0,0.0,0.0,1.0,-0.28200000000000053,48.23690000000001,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465
COC(=O)c1ccc(B(O)O)c(Cl)c1,11.040939468379944,-1.6442620937263792,11.040939468379944,0.11379629629629662,0.5287581105872997,214.41299999999998,206.34899999999996,214.020416816,74.0,0.48945617503523486,-0.46541690271289954,0.48945617503523486,0.46541690271289954,1.5,2.142857142857143,2.5714285714285716,35.49569129024794,9.797530369818915,2.163707485505855,-2.0408106780446733,2.0969483227448245,-2.3049110947407128,6.623089741430175,0.060047978792565695,3.0625861708373026,353.194557810506,10.71517847069432,7.398289321695373,8.154218267713828,6.557749310264366,3.79858560323406,4.176550076243288,2.601542701203692,3.008742827944298,1.6997193844226575,2.027046219776646,0.9813541065223513,1.2594867440459456,-1.035064935064935,1212.9927966553664,11.042066187844013,4.457292869670403,2.256810858672059,86.22069242560806,14.784908103932056,0.0,0.0,0.0,0.0,13.087697622176211,0.0,4.794537184071822,0.0,0.0,17.667306958694127,12.13273413692322,10.485436574156159,12.673249032974528,19.57944528800388,30.151440772823562,0.0,0.0,0.0,0.0,7.109797541277533,28.785186010823153,0.0,5.462803260414833,0.0,0.0,11.600939890232516,30.245540313585753,4.736862953800049,0.0,10.357988675768818,18.19910120538483,5.022633313741326,0.0,66.75999999999999,13.087697622176211,4.794537184071822,16.048888065853156,0.0,0.0,25.308898746662365,0.0,0.0,4.736862953800049,21.648985040364522,4.469024785840262,5.697651801461324,11.040939468379944,17.806122291509194,0.41779604434366435,-0.5223337112622828,4.091172839506173,0.0,0.0,-0.3892624086671703,0.125,14.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,0.0,0.0,1.0,-0.19360000000000066,52.61710000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448
OB(O)c1cccnc1,8.539259259259259,-1.4039814814814815,8.539259259259259,0.4143518518518523,0.4589686283234588,122.91999999999997,116.87199999999999,123.04915883199999,46.0,0.48950877365117523,-0.42314214417296614,0.48950877365117523,0.42314214417296614,1.4444444444444444,2.2222222222222223,2.5555555555555554,16.376461701308,9.818268590802845,2.0782597935234213,-1.9314523450245658,1.767465594020966,-2.291182030174543,6.579539467438436,0.4253807802614294,2.848234050597751,177.57268595970638,6.69023444431199,4.728392132448003,4.728392132448003,4.304530452640311,2.56548762943975,2.56548762943975,1.660027541855181,1.660027541855181,0.9825569225095381,0.9825569225095381,0.528700215316128,0.528700215316128,-0.8650649350649352,129.22533870330605,6.257861676151718,2.6143758588174726,1.517345774150611,53.13212262132905,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,4.9839785209472085,0.0,0.0,0.0,6.06636706846161,6.06636706846161,17.856490403640986,0.0,10.048045150132006,12.581195594639196,0.0,4.9839785209472085,0.0,0.0,0.0,24.526421280149375,0.0,5.462803260414833,0.0,0.0,0.0,22.150416005303576,0.0,0.0,0.0,24.526421280149375,0.0,0.0,53.35,7.118392334224363,0.0,0.0,5.462803260414833,0.0,6.196843571613076,18.3295777085363,0.0,4.9839785209472085,10.048045150132006,0.0,0.0,3.685925925925926,17.078518518518518,0.4143518518518523,0.0,3.2425,2.9826851851851854,0.0,-1.4039814814814815,0.0,9.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,-1.2386000000000006,34.0626,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.474
OB(O)c1ccncc1,8.551481481481481,-1.3814814814814815,8.551481481481481,0.46296296296296346,0.4589686283234588,122.91999999999997,116.87199999999999,123.04915883199999,46.0,0.48802989214058434,-0.42317583232380196,0.48802989214058434,0.42317583232380196,1.2222222222222223,1.7777777777777777,2.111111111111111,16.376433467778067,9.812424608869337,2.0735506414558644,-1.9339883870093744,1.7692753037880762,-2.2880907872130662,6.58021553933594,0.4254824315881905,2.848234050597751,177.57268595970638,6.69023444431199,4.728392132448003,4.728392132448003,4.304530452640311,2.5654876294397506,2.5654876294397506,1.6542158724183778,1.6542158724183778,1.0042463681244826,1.0042463681244826,0.5355774379674862,0.5355774379674862,-0.8650649350649352,129.22533870330605,6.257861676151718,2.6143758588174726,1.517345774150611,53.132122621329046,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,4.9839785209472085,0.0,0.0,0.0,0.0,17.595537397338052,12.393687143226153,0.0,10.048045150132006,12.581195594639196,0.0,4.9839785209472085,0.0,0.0,0.0,24.52642128014937,0.0,5.462803260414833,0.0,0.0,0.0,22.150416005303576,0.0,0.0,0.0,24.52642128014937,0.0,0.0,53.35,7.118392334224363,0.0,0.0,5.462803260414833,0.0,12.393687143226153,12.13273413692322,0.0,4.9839785209472085,10.048045150132006,0.0,0.0,3.7055555555555557,17.102962962962962,0.46296296296296346,0.0,3.0925925925925926,3.0174074074074073,0.0,-1.3814814814814815,0.0,9.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,-1.2386000000000006,34.0626,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.466
OB(O)c1cccc2cccnc12,9.037280801209373,-1.4596296296296305,9.037280801209373,0.4426851851851854,0.5923760158343037,172.98,164.91599999999997,173.064808896,64.0,0.49017036687652354,-0.423127971361131,0.49017036687652354,0.423127971361131,1.0769230769230769,1.8461538461538463,2.6153846153846154,16.376510030105738,9.786888713447508,2.1375542038864697,-2.023622809904162,2.0686976023331334,-2.3027148964866893,6.611954671962426,0.4259133857702737,2.756733762067338,425.38914501846494,9.259148545064338,6.883092670827256,6.883092670827256,6.287693700234704,3.9862373387040484,3.9862373387040484,2.7960301666913425,2.7960301666913425,1.9420962776111281,1.9420962776111281,1.3361665177642605,1.3361665177642605,-1.385064935064935,1269.222326572108,8.223968364780443,3.1626268944435862,1.4126931748589107,75.81378715306425,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,4.9839785209472085,0.0,0.0,0.0,24.26546827384644,11.452591282926406,11.65964683202791,5.516700717616262,10.048045150132006,23.484120526720254,0.0,4.9839785209472085,0.0,0.0,0.0,36.52867891392113,0.0,5.462803260414833,0.0,0.0,0.0,22.150416005303576,0.0,0.0,0.0,36.52867891392113,0.0,10.902924932081056,53.35,7.118392334224363,0.0,0.0,10.979503978031094,5.386224214464796,0.0,18.329577708536295,18.19910120538483,4.9839785209472085,10.048045150132006,0.0,0.0,4.082407407407407,18.984839380196526,1.0815740740740745,0.0,9.010993953136811,1.6331481481481482,0.0,-1.4596296296296305,0.0,13.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,2.0,-0.08540000000000014,51.568600000000025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.476
COC(=O)c1ccc(B(O)O)c([N+](=O)[O-])c1,11.099581443688587,-1.9656509826152677,11.099581443688587,0.029074074074073808,0.29703069226440976,224.96499999999997,216.90099999999995,225.044467376,84.0,0.49502119613212536,-0.4654144798807829,0.49502119613212536,0.4654144798807829,1.5,2.125,2.5625,16.628709633470237,9.78355424695741,2.2479059167038558,-2.0327625411189363,2.120068617363474,-2.318236254752033,6.597937715543491,-0.38333440324764056,3.279875675852833,432.53675391292177,12.292528739883947,8.28403502511383,8.28403502511383,7.468432912787324,4.198358536149537,4.198358536149537,2.895955266667008,2.895955266667008,1.9264014823125077,1.9264014823125077,1.1649471581563242,1.1649471581563242,-1.925064935064935,3068.215420545804,12.14598335008782,4.730432504633976,2.355524072637308,90.57040192122619,14.784908103932056,0.0,0.0,0.0,5.687386274683562,13.087697622176211,10.114318268765572,4.794537184071822,0.0,0.0,6.06636706846161,6.06636706846161,6.06636706846161,23.059363342207032,24.502756336821548,24.237887157274606,0.0,0.0,0.0,0.0,7.109797541277533,33.8768709658474,0.0,5.462803260414833,5.687386274683562,0.0,0.0,35.16885136240342,4.736862953800049,10.114318268765572,10.357988675768818,18.19910120538483,0.0,0.0,109.9,23.698394945677443,14.908855452837393,11.026254752111829,0.0,19.242531678200752,6.06636706846161,0.0,0.0,4.736862953800049,10.048045150132006,4.3848096182917615,0.0,20.915801681783826,28.370675862937766,-0.8526360544217677,-0.7341855631141343,3.2393518518518514,0.0,0.0,-0.8238173973293015,0.125,16.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,8.0,3.0,0.0,0.0,1.0,-0.9388000000000005,54.26150000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446
O=[N+]([O-])c1ccccc1B(O)O,10.309537037037037,-1.7994444444444444,10.309537037037037,0.09490740740740677,0.34526482047793156,166.92899999999995,160.88099999999997,167.038988072,62.0,0.49502034862329414,-0.42301879666907044,0.49502034862329414,0.42301879666907044,1.3333333333333333,1.9166666666666667,2.3333333333333335,16.628523430836882,9.78990048122906,2.2156799610665967,-1.9851533452424799,2.0552273629859683,-2.3120210994493924,6.597186164969208,-0.38331405343736974,3.1744047883990194,301.3544889322694,9.137828201504695,6.044888713375729,6.044888713375729,5.625897657686228,3.221178352698852,3.221178352698852,2.1895944537706753,2.1895944537706753,1.4116216147928713,1.4116216147928713,0.8721344667805081,0.8721344667805081,-1.3950649350649351,475.34882900419825,8.699230786113638,3.3341901724400453,1.6057197999411417,68.56545036288233,10.048045150132006,0.0,0.0,0.0,5.687386274683562,7.118392334224363,10.114318268765572,0.0,0.0,0.0,18.19910120538483,0.0,6.06636706846161,10.386114309232504,14.971356198949678,18.26858186932276,0.0,0.0,0.0,0.0,0.0,34.37978654261202,0.0,5.462803260414833,5.687386274683562,0.0,0.0,22.08974853317404,0.0,10.114318268765572,0.0,24.26546827384644,0.0,0.0,83.6,12.041703383042034,10.114318268765572,11.150189535098395,0.0,0.0,24.26546827384644,0.0,0.0,0.0,10.048045150132006,0.0,0.0,9.651574074074073,27.718611111111116,-0.37962962962962865,0.0,5.475555555555555,0.0,0.0,-1.7994444444444444,0.0,12.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,0.0,0.0,1.0,-0.7254000000000005,42.92200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469
O=[N+]([O-])c1ccccc1B(O)O,10.309537037037037,-1.7994444444444444,10.309537037037037,0.09490740740740677,0.34526482047793156,166.92899999999995,160.88099999999997,167.038988072,62.0,0.49502034862329414,-0.42301879666907044,0.49502034862329414,0.42301879666907044,1.3333333333333333,1.9166666666666667,2.3333333333333335,16.628523430836882,9.78990048122906,2.2156799610665967,-1.9851533452424799,2.0552273629859683,-2.3120210994493924,6.597186164969208,-0.38331405343736974,3.1744047883990194,301.3544889322694,9.137828201504695,6.044888713375729,6.044888713375729,5.625897657686228,3.221178352698852,3.221178352698852,2.1895944537706753,2.1895944537706753,1.4116216147928713,1.4116216147928713,0.8721344667805081,0.8721344667805081,-1.3950649350649351,475.34882900419825,8.699230786113638,3.3341901724400453,1.6057197999411417,68.56545036288233,10.048045150132006,0.0,0.0,0.0,5.687386274683562,7.118392334224363,10.114318268765572,0.0,0.0,0.0,18.19910120538483,0.0,6.06636706846161,10.386114309232504,14.971356198949678,18.26858186932276,0.0,0.0,0.0,0.0,0.0,34.37978654261202,0.0,5.462803260414833,5.687386274683562,0.0,0.0,22.08974853317404,0.0,10.114318268765572,0.0,24.26546827384644,0.0,0.0,83.6,12.041703383042034,10.114318268765572,11.150189535098395,0.0,0.0,24.26546827384644,0.0,0.0,0.0,10.048045150132006,0.0,0.0,9.651574074074073,27.718611111111116,-0.37962962962962865,0.0,5.475555555555555,0.0,0.0,-1.7994444444444444,0.0,12.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,0.0,0.0,1.0,-0.7254000000000005,42.92200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469
OB(O)c1ccccc1,8.57925925925926,-1.3414814814814815,8.57925925925926,0.5254629629629635,0.4863557451376724,121.93199999999996,114.87599999999998,122.05390986399999,46.0,0.4879173224194049,-0.4231769588375584,0.4879173224194049,0.4231769588375584,1.0,1.5555555555555556,1.8888888888888888,16.376424021565185,9.80566690014443,2.0691073079030913,-1.9387945151200476,1.8150047251271642,-2.2855509468846473,6.580468552907992,0.4255406310274662,2.848234050597751,173.67255142981625,6.69023444431199,4.858528806137671,4.858528806137671,4.304530452640311,2.715756516612095,2.715756516612095,1.7843525461080458,1.7843525461080458,1.0977148884118204,1.0977148884118204,0.6251715119636216,0.6251715119636216,-0.7950649350649353,129.22533870330605,6.326812933813471,2.6636923395240744,1.5546835898898723,53.912474640382534,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,30.33183534230805,5.462803260414833,0.0,0.0,10.048045150132006,12.581195594639196,0.0,0.0,0.0,0.0,0.0,30.33183534230805,0.0,5.462803260414833,0.0,0.0,0.0,17.16643748435637,0.0,0.0,0.0,30.33183534230805,0.0,0.0,40.46,7.118392334224363,0.0,0.0,5.462803260414833,0.0,0.0,24.26546827384644,6.06636706846161,0.0,10.048045150132006,0.0,0.0,0.0,17.15851851851852,0.5254629629629635,0.0,8.6575,0.0,0.0,-1.3414814814814815,0.0,9.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,-0.6336000000000004,36.267600000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
Cc1ccccc1B(O)O,8.760092592592592,-1.3461111111111113,8.760092592592592,0.5717592592592597,0.5188399684293348,135.95899999999997,126.88699999999997,136.069559928,52.0,0.48819174173699703,-0.4231707786283825,0.48819174173699703,0.4231707786283825,1.2,1.8,2.2,16.376475872652062,9.774083174030663,2.1098879127561503,-2.007699900339633,1.9211163874796156,-2.3115381590500768,6.5866309034299375,0.4252973867531574,3.0313278985819716,222.60102103799036,7.560477932315068,5.781178536948045,5.781178536948045,4.71521405516327,3.1324231832787617,3.1324231832787617,2.2302569595318693,2.2302569595318693,1.4666320236743038,1.4666320236743038,0.8764889977332427,0.8764889977332427,-0.7950649350649353,182.2382192735223,7.313572441836218,2.859330416502146,1.374757340862044,60.277416754779146,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,29.828919765543436,12.386540460105458,0.0,0.0,10.048045150132006,12.581195594639196,0.0,0.0,0.0,6.923737199690624,0.0,29.828919765543436,0.0,5.462803260414833,0.0,0.0,0.0,17.16643748435637,0.0,6.923737199690624,5.563451491696996,24.26546827384644,0.0,0.0,40.46,7.118392334224363,0.0,0.0,5.462803260414833,5.563451491696996,0.0,12.13273413692322,19.056471336613846,0.0,10.048045150132006,0.0,0.0,0.0,17.520185185185184,1.472222222222223,0.0,7.178333333333334,0.0,1.842037037037037,-1.3461111111111113,0.14285714285714285,10.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,-0.32518000000000025,41.004600000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462
Cc1ccccc1B(O)O,8.760092592592592,-1.3461111111111113,8.760092592592592,0.5717592592592597,0.5188399684293348,135.95899999999997,126.88699999999997,136.069559928,52.0,0.48819174173699703,-0.4231707786283825,0.48819174173699703,0.4231707786283825,1.2,1.8,2.2,16.376475872652062,9.774083174030663,2.1098879127561503,-2.007699900339633,1.9211163874796156,-2.3115381590500768,6.5866309034299375,0.4252973867531574,3.0313278985819716,222.60102103799036,7.560477932315068,5.781178536948045,5.781178536948045,4.71521405516327,3.1324231832787617,3.1324231832787617,2.2302569595318693,2.2302569595318693,1.4666320236743038,1.4666320236743038,0.8764889977332427,0.8764889977332427,-0.7950649350649353,182.2382192735223,7.313572441836218,2.859330416502146,1.374757340862044,60.277416754779146,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,29.828919765543436,12.386540460105458,0.0,0.0,10.048045150132006,12.581195594639196,0.0,0.0,0.0,6.923737199690624,0.0,29.828919765543436,0.0,5.462803260414833,0.0,0.0,0.0,17.16643748435637,0.0,6.923737199690624,5.563451491696996,24.26546827384644,0.0,0.0,40.46,7.118392334224363,0.0,0.0,5.462803260414833,5.563451491696996,0.0,12.13273413692322,19.056471336613846,0.0,10.048045150132006,0.0,0.0,0.0,17.520185185185184,1.472222222222223,0.0,7.178333333333334,0.0,1.842037037037037,-1.3461111111111113,0.14285714285714285,10.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,-0.32518000000000025,41.004600000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462
CC(C)c1ccccc1B(O)O,9.00898148148148,-1.3577777777777784,9.00898148148148,0.32222222222222197,0.6241165959125826,164.01299999999998,150.90899999999996,164.100860056,64.0,0.48821284905915646,-0.42317056236068706,0.48821284905915646,0.42317056236068706,1.1666666666666667,1.75,2.1666666666666665,16.37649017969994,9.744302349484082,2.156592621733101,-2.104330412787302,2.1046470652873785,-2.3275229022371877,6.587472506541358,0.4248670913873599,3.086388778868778,231.4603774276832,9.137828201504695,7.358528806137671,7.358528806137671,5.625897657686228,4.075798856252826,4.075798856252826,3.1572865972803816,3.1572865972803816,1.8961904018725748,1.8961904018725748,1.2718182749626177,1.2718182749626177,-0.7950649350649353,475.34882900419825,9.29418145451294,3.740094404246152,1.8697896757994028,73.00730098357235,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,38.11294267322769,16.944160798273224,0.0,0.0,10.048045150132006,12.581195594639196,0.0,0.0,0.0,19.76538044554264,0.0,29.828919765543436,0.0,5.462803260414833,0.0,0.0,0.0,17.16643748435637,0.0,0.0,25.328831937239638,24.26546827384644,0.0,0.0,40.46,7.118392334224363,0.0,0.0,11.380709306576225,5.563451491696996,0.0,12.13273413692322,25.98020853630447,0.0,10.048045150132006,0.0,0.0,0.0,18.01796296296296,1.5972222222222232,0.32222222222222197,7.3624074074074075,0.0,4.0579629629629625,-1.3577777777777784,0.3333333333333333,12.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.48979999999999957,50.356600000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448
Cc1cccc(C)c1B(O)O,8.940925925925926,-1.350740740740741,8.940925925925926,0.6180555555555558,0.552110937803855,149.98599999999996,138.89799999999997,150.085209992,58.0,0.48846636695911494,-0.42316459341568635,0.48846636695911494,0.42316459341568635,1.0909090909090908,1.5454545454545454,1.8181818181818181,16.376528016982974,9.744281958796645,2.147810700456874,-2.063511298773415,1.9925209380861681,-2.3367750175743223,6.592866706919615,0.4250481989668822,3.2067061948740245,238.01901273485691,8.430721420318147,6.7038282677584204,6.7038282677584204,5.125897657686228,3.549089849945428,3.549089849945428,2.6791529050275473,2.6791529050275473,1.8003283480359231,1.8003283480359231,1.2346203574367736,1.2346203574367736,-0.7950649350649353,255.67666789987047,8.302926869256885,3.0710898332887937,1.6142648697992432,66.64235886917575,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,29.32600418877882,19.310277659796082,0.0,0.0,10.048045150132006,12.581195594639196,0.0,0.0,0.0,13.847474399381248,0.0,29.32600418877882,0.0,5.462803260414833,0.0,0.0,0.0,17.16643748435637,0.0,13.847474399381248,11.126902983393991,18.19910120538483,0.0,0.0,40.46,7.118392334224363,0.0,0.0,5.462803260414833,11.126902983393991,0.0,0.0,32.046575604766076,0.0,10.048045150132006,0.0,0.0,0.0,17.881851851851852,2.4513888888888897,0.0,5.625092592592592,0.0,3.725740740740741,-1.350740740740741,0.25,11.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,-0.01676000000000033,45.741600000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
