amine_homo_lumo,amine_homo,amine_dipole,acid_homo_lumo,acid_lumo,acid_dipole,product_homo_lumo,product_dipole,acid_amine_gap
5.2763,-5.3922,1.67637,4.9384,-2.0418,2.39843,3.9503000000000004,3.05399,3.3504
6.4207,-6.6657,1.16727,4.9384,-2.0418,2.39843,5.0042,3.85495,4.623900000000001
6.4207,-6.6657,1.16727,4.9384,-2.0418,2.39843,5.0042,3.85495,4.623900000000001
5.9521999999999995,-5.4144,3.47181,4.741099999999999,-1.9419,3.66122,3.8207,4.58346,3.4724999999999997
7.3039000000000005,-6.1776,1.14194,4.9384,-2.0418,2.39843,4.8998,3.61658,4.1358
6.4207,-6.6657,1.16727,6.5954999999999995,-1.2065,5.13957,5.9982,3.39152,5.4592
6.4207,-6.6657,1.16727,6.5954999999999995,-1.2065,5.13957,5.9982,3.39152,5.4592
6.4207,-6.6657,1.16727,6.5954999999999995,-1.2065,5.13957,5.9982,3.39152,5.4592
5.2763,-5.3922,1.67637,6.5954999999999995,-1.2065,5.13957,4.7836,2.41953,4.1857
6.4207,-6.6657,1.16727,5.2986,-2.028,2.79943,5.1583,3.28205,4.637700000000001
6.4207,-6.6657,1.16727,5.1487,-1.8909,5.37226,5.1933,3.35576,4.7748
5.2763,-5.3922,1.67637,5.1487,-1.8909,5.37226,4.116,3.5524,3.5012999999999996
5.2763,-5.3922,1.67637,4.394,-2.2752,5.83673,3.8254,6.02135,3.117
5.8260000000000005,-5.8874,1.77366,6.855099999999999,-1.1946,5.43228,6.7493,3.85185,4.6928
