,amine_L_1,amine_B1_1,amine_B5_1,amine_L_2,amine_B1_2,amine_B5_2,amine_L_3,amine_B1_3,amine_B5_3,acid_L,acid_B1,acid_B5,catalyst_L_1,catalyst_B1_1,catalyst_B5_1,catalyst_L_2,catalyst_B1_2,catalyst_B5_2,catalyst_L_3,catalyst_B1_3,catalyst_B5_3,amine_single_point,acid_single_point,product_single_point,delta_g_reaction,amine_homo_lumo,amine_dipole,acid_homo_lumo,acid_dipole,product_homo_lumo,product_dipole,acid_amine_gap,boron_partial_charge
251,0.11221975321836665,0.2667306925035606,0.3383729052736015,-0.4896384706935666,0.2116933323715472,-0.5384114672531535,-0.3632771122832927,0.11932783851009002,0.23929282700356536,0.511120872712355,0.08482847157895329,2.139135205306996,-0.7113595553542869,3.1812938741502585,-0.4538312305562222,-0.02941771941851428,-0.6959950258908536,-0.36421691352563734,-0.9632825972416467,-0.46281709039697444,0.2888150896513334,0.13015857603951408,-1.326731670601054,-0.6164140965197115,0.06624238460893873,-0.14696495867332068,-0.03282401193709156,-0.24111972844561527,-1.438770383371013,-0.4860010093012459,0.37324032222282616,0.5723358508251015,0.9097951455082509
72,0.11221975321836665,0.2667306925035606,0.3383729052736015,-0.4896384706935666,0.2116933323715472,-0.5384114672531535,-0.3632771122832927,0.11932783851009002,0.23929282700356536,-0.257516020956315,0.10030090984530753,0.1297958244484431,-0.6262285155416185,-1.4907416411957601,-0.31444829648966394,-0.7504044647531039,-1.9534033413133685,-0.2980624956955799,0.1078074452811168,-0.9181081378585554,-1.4935100972465711,0.13015857603951408,0.4177252768313056,0.32134799450543067,0.11623097129746512,-0.14696495867332068,-0.03282401193709156,0.20126217795093468,0.28527337629937183,0.49256608042861555,-0.15438258494276758,0.5234510114666033,0.3991082477937148
204,-0.5310996256941003,0.4101238893479679,-1.0375443986369357,-0.4892087427603291,-0.12111879157819122,-0.5165477406488822,-0.3628462166500197,0.046716552205942063,-1.138283966616186,-0.21746120691433785,0.3679899684233887,0.2324034434418203,0.8760229479995735,0.7561721163786881,0.3263197562719281,-0.5881374040509048,0.36533041905915864,0.10917630091577134,-0.846934768717468,2.4738448040492846,1.0560562399883162,-0.2806702630590841,0.1300995384674002,-0.13856811551315593,0.2089886984571946,2.3284402828141366,-0.31995626880602485,-0.6727576905459515,0.4826929069417687,0.026191398621683744,-0.1941774016036342,0.007458667606235977,0.02082165689405763
150,0.11221975321836665,0.2667306925035606,0.3383729052736015,-0.4896384706935666,0.2116933323715472,-0.5384114672531535,-0.3632771122832927,0.11932783851009002,0.23929282700356536,-0.920975736530395,0.015757321323087728,0.25261027177495765,-0.6224683929048055,0.42158758766176807,0.9471621859709756,-0.7468729722830288,0.19901567641017548,1.4256707640452044,0.5009923649548489,0.53875215981114,-0.5667574863478118,0.13015684357603524,-0.5757319183828316,-0.21268032518747199,0.1326818390030184,-0.14696495867332068,-0.03282401193709156,-0.13126289801684216,1.0019871409805285,0.49256608042861555,-0.15438258494276758,-0.14369840146280655,-0.11157864992082236
231,2.680018321744391,0.5404411979071544,-1.6434879760062788,-0.48857744656921803,-1.8796518089670515,2.1389678823724565,-0.23968747785714167,-1.120916148089726,2.0460027223505044,-1.1864580834771556,0.2709944040935333,0.27121904403153807,-0.6189306274501544,-0.18728420532144738,-0.37203078359007413,-0.5387946651286092,0.46517961981795,-0.2796733064264237,0.07890196131331886,-0.12355056057973156,-0.5536323429172267,0.13015857603951408,0.6871123868420579,0.4662028374870067,0.20620105237002437,-1.228947943835408,1.4518546660972582,0.23094232406922166,-1.6938258172546463,-0.31326964566904975,-2.155168045213881,0.06251843404159878,0.24779361143385192
149,0.11221975321836665,0.2667306925035606,0.3383729052736015,-0.4896384706935666,0.2116933323715472,-0.5384114672531535,-0.3632771122832927,0.11932783851009002,0.23929282700356536,-0.920975736530395,0.015757321323087728,0.25261027177495765,-0.6266296311335492,-0.5178274871691444,0.10718830549704811,-0.7503069503890868,-0.9821266806258165,0.2915296015033842,0.5492544567472202,-0.35754248883967443,-1.502506932873149,0.042553159415795384,0.4176998342945501,0.256235343811024,0.14372693966835076,-0.14696495867332068,-0.03282401193709156,-0.13126289801684216,1.0019871409805285,0.49256608042861555,-0.15438258494276758,-0.14369840146280655,0.15322196370893762
199,0.11221975321836665,0.2667306925035606,0.3383729052736015,-0.4896384706935666,0.2116933323715472,-0.5384114672531535,-0.3632771122832927,0.11932783851009002,0.23929282700356536,-0.257516020956315,0.10030090984530753,0.1297958244484431,-0.6266296311335492,-0.5178274871691444,0.10718830549704811,-0.7503069503890868,-0.9821266806258165,0.2915296015033842,0.5492544567472202,-0.35754248883967443,-1.502506932873149,0.13015857603951408,0.6871932620903126,0.4662028374870067,0.11958527719133515,-0.14696495867332068,-0.03282401193709156,0.20126217795093468,0.28527337629937183,0.49256608042861555,-0.15438258494276758,0.5234510114666033,0.15322196370893762
296,2.12518822665918,-1.6503809211259572,-2.2174289364416713,-0.40029910129254603,-1.8796518089670515,2.08177148424458,-0.1998570305598549,-1.120916148089726,0.5086486917576288,1.249035639431072,-1.018538201091427,-0.033434541017690694,-0.6224683929048055,0.42158758766176807,0.9471621859709756,-0.7468729722830288,0.19901567641017548,1.4256707640452044,0.5009923649548489,0.53875215981114,-0.5667574863478118,0.11038545542603423,-0.1758894955372696,-0.012438115955106665,0.13478317757677283,-2.665519113961109,0.19497699617079584,-3.008759779149951,1.68998575291724,-3.4783523104617293,3.5617786580242217,-3.56023409536548,-0.11157864992082236
26,0.11221975321836665,0.2667306925035606,0.3383729052736015,-0.4896384706935666,0.2116933323715472,-0.5384114672531535,-0.3632771122832927,0.11932783851009002,0.23929282700356536,0.803146964221953,0.03672703248783155,1.1464994342298052,-0.6224683929048055,0.42158758766176807,0.9471621859709756,-0.7468729722830288,0.19901567641017548,1.4256707640452044,0.5009923649548489,0.53875215981114,-0.5667574863478118,-0.5138443695447387,0.7145558444401092,0.0022314460881136915,0.07044807510174653,-0.14696495867332068,-0.03282401193709156,0.16634435898824435,0.37068782030213976,0.29333948220537837,-0.14067643027738247,0.6834845382086364,-0.11157864992082236
237,0.16950529932566014,0.5652604394687545,2.5913342404932296,-0.4891060384852954,0.6263229097600603,-0.006465797286496708,-0.3624163324963466,1.0363931127661699,2.175312102460496,-1.1864580834771556,0.2709944040935333,0.27121904403153807,-0.6189306274501544,-0.18728420532144738,-0.37203078359007413,-0.5387946651286092,0.46517961981795,-0.2796733064264237,0.07890196131331886,-0.12355056057973156,-0.5536323429172267,0.13015857603951408,0.3812800698964541,0.3017830292419388,0.1685152246869045,-2.421775694226792,1.4844367266688,0.23094232406922166,-1.6938258172546463,-1.1713639283910289,-2.797122770060713,-0.8121342575332289,0.24779361143385192
