amine_L_1,amine_B1_1,amine_B5_1,amine_L_2,amine_B1_2,amine_B5_2,amine_L_3,amine_B1_3,amine_B5_3,acid_L,acid_B1,acid_B5,catalyst_L_1,catalyst_B1_1,catalyst_B5_1,catalyst_L_2,catalyst_B1_2,catalyst_B5_2,catalyst_L_3,catalyst_B1_3,catalyst_B5_3,amine_single_point,acid_single_point,product_single_point,delta_g_reaction,amine_homo_lumo,amine_dipole,acid_homo_lumo,acid_dipole,product_homo_lumo,product_dipole,acid_amine_gap,boron_partial_charge
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,6.3641951148448745,2.0521881205299963,3.557721101196216,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-326.648306970027,-424.14392926518997,-674.41225301212,76.37998322309704,6.5896,1.5264,8.1918,1.77142,6.5657,3.23903,7.031000000000001,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,6.3641951148448745,2.0521881205299963,3.557721101196216,6.552167091644717,1.9651561357533456,4.334192321652696,2.949534639585893,1.8955876261782687,6.6474420494550825,2.8633136067954843,1.7945495098179605,6.108810134078526,-330.266427443276,-538.354184706518,-792.249454012016,76.37115813777791,6.5896,1.5264,8.1918,1.77142,6.5657,3.23903,7.031000000000001,0.464
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,6.3641951148448745,2.0521881205299963,3.557721101196216,2.8673325679282007,1.6573870279940381,5.983957647314237,2.891939770722473,1.6445150002331657,5.804820974567077,6.011795964341715,1.7,4.864575735679084,-330.266427443276,-538.354184706518,-792.249454012016,76.37115813777791,6.5896,1.5264,8.1918,1.77142,6.5657,3.23903,7.031000000000001,0.473
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,6.3641951148448745,2.0521881205299963,3.557721101196216,2.866814054426223,1.6962032141943706,5.841752685697613,2.8892649237549937,1.68587315534107,5.8021034729418846,5.848337240693987,1.7,4.868069282386365,-330.266427443276,-538.354184706518,-792.249454012016,76.37115813777791,6.5896,1.5264,8.1918,1.77142,6.5657,3.23903,7.031000000000001,0.478
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,6.998610243282987,2.086111012189363,7.5956952906531106,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-330.266427443276,-538.354184706518,-792.249454012016,76.37115813777791,6.5896,1.5264,6.7582,4.10417,6.402,3.4199900000000003,6.4158,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,6.998610243282987,2.086111012189363,7.5956952906531106,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-326.648306970027,-538.354184706518,-788.6412408650459,76.36125081149908,6.5896,1.5264,6.7582,4.10417,6.402,3.4199900000000003,6.4158,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,6.998610243282987,2.086111012189363,7.5956952906531106,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-330.266427443276,-538.354184706518,-792.249454012016,76.37115813777791,6.5896,1.5264,6.7582,4.10417,6.402,3.4199900000000003,6.4158,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,6.998610243282987,2.086111012189363,7.5956952906531106,2.8870427169115818,1.9467717063950551,7.494355744671965,2.886912712915921,1.9968653775679568,7.480888761455223,7.639259515092755,2.2057962183186133,6.335579149352371,-292.175463372456,-538.354184706518,-754.1692618890061,76.36038618996815,6.5896,1.5264,6.7582,4.10417,6.402,3.4199900000000003,6.4158,0.463
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,6.3641951148448745,2.0521881205299963,3.557721101196216,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-292.175463372456,-538.354184706518,-754.1692618890061,76.36038618996815,6.5896,1.5264,8.1918,1.77142,6.5657,3.23903,7.031000000000001,0.243
3.1396602598182666,1.9179066611843425,4.470805817604413,6.111533817868563,1.9719525303658636,6.033867015159559,2.624184532860381,2.0470446384695054,7.136103169331446,6.998610243282987,2.086111012189363,7.5956952906531106,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-287.37822531852197,-538.354184706518,-749.3613989089849,76.371011116055,6.282299999999998,1.01614,6.7582,4.10417,6.2764,3.58089,6.1484,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,5.461543246302399,2.2209902213761317,5.992749572698706,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-326.648306970027,-424.133226179889,-674.41225301212,76.36928013779595,6.5896,1.5264,6.578600000000002,1.86684,6.5342,3.04428,6.2525,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,5.461543246302399,2.2209902213761317,5.992749572698706,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-326.648306970027,-574.232603882341,-824.5195649653099,76.36134588705806,6.5896,1.5264,6.578600000000002,1.86684,6.5342,3.04428,6.2525,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,5.461543246302399,2.2209902213761317,5.992749572698706,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-365.930123890311,-578.881691269279,-868.440364719859,76.37145043973099,6.5896,1.5264,6.578600000000002,1.86684,6.5342,3.04428,6.2525,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,4.674163033239268,1.865017149228239,6.189750402236153,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-330.258395049222,-497.849981899004,-751.7474649704981,76.36091197772794,6.5896,1.5264,6.476800000000001,2.40565,6.4501,4.06318,6.0848,0.243
6.390872875499202,1.7,3.2608156446602856,2.1983938710120143,1.1,5.826545771174273,2.2167999452101554,1.1,5.837343679452883,5.461543246302399,2.2209902213761317,5.992749572698706,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-330.258395049222,-420.51184549298404,-674.404091648983,76.366148893223,5.8260000000000005,1.7736599999999998,6.578600000000002,1.86684,5.6656,3.4050300000000004,5.412400000000001,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,6.312650975402676,3.2402219570371327,3.6502118075877568,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-326.648306970027,-534.974780484784,-785.248792387958,76.37429506685294,6.5896,1.5264,8.001,1.90694,6.2839,3.5541699999999996,7.0894,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,8.481745590444474,1.7,5.175381302846921,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-326.648306970027,-461.230872063702,-711.5102190716001,76.36895996212911,6.5896,1.5264,4.9384,2.39843,4.997,3.39851,4.6857000000000015,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,6.460274486746786,1.7,3.342802366686997,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-326.648306970027,-421.946373863686,-672.234372007287,76.36030882642605,6.5896,1.5264,6.1373,2.0299,6.0002,3.31443,5.2326,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,8.410406788281199,1.7,3.354255016839811,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-365.932270265052,-420.51204344145896,-710.080188212012,76.36412549449905,6.5896,1.5264,5.6188,3.70983,5.0375,5.28618,4.2221,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,8.410406788281199,1.7,3.354255016839811,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-326.648306970027,-538.361774609721,-788.6412408650459,76.36884071470196,6.5896,1.5264,5.6188,3.70983,5.0375,5.28618,4.2221,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,8.410406788281199,1.7,3.354255016839811,7.540483572226161,1.763844012745366,3.2905522227491892,2.946715309249327,1.6763590556968189,6.664752707690918,2.8585855658981516,1.6766714530147506,7.2162249751866225,-444.489101440402,-538.361774609721,-906.481816721868,76.36905932825505,6.5896,1.5264,5.6188,3.70983,5.0375,5.28618,4.2221,0.243
6.036073162029357,1.9277654523923515,6.08271629105954,2.116418224403714,1.6333950808595794,4.61056984780728,2.118708877403157,1.3992032145982225,7.2157258310324375,6.998610243282987,2.086111012189363,7.5956952906531106,5.592335568589501,1.8818806935997965,4.4637977965563795,4.29481984407094,1.7,4.9901331545204926,5.721585163490985,1.7498265234031307,4.830539747200209,-287.37822531852197,-538.361774609721,-749.3613989089849,76.37860101925799,6.5896,1.5264,6.7582,4.10417,6.402,3.4199900000000003,6.4158,0.415
