Reaction Smiles,Yield /%
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>O=C(Cc1ccccc1)NCc1ccccc1,92
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC(C(F)(F)F)=CC=C1Br>O=C(Cc1ccccc1)NCc1ccccc1,60
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(C(F)(F)F)C=CC=C1>O=C(Cc1ccccc1)NCc1ccccc1,28
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=C(C(O)=O)C=C1Cl>O=C(Cc1ccccc1)NCc1ccccc1,49
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=C(C(OC)=O)C=C1Cl>O=C(Cc1ccccc1)NCc1ccccc1,77
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CN=C1>O=C(Cc1ccccc1)NCc1ccccc1,0
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=NC=C1>O=C(Cc1ccccc1)NCc1ccccc1,0
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C2C(C=CC=N2)=CC=C1>O=C(Cc1ccccc1)NCc1ccccc1,0
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=C(C(OC)=O)C=C1[N+]([O-])=O>O=C(Cc1ccccc1)NCc1ccccc1,53
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1[N+]([O-])=O>O=C(Cc1ccccc1)NCc1ccccc1,99
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1[N+]([O-])=O>O=C(Cc1ccccc1)NCc1ccccc1,72
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1>O=C(Cc1ccccc1)NCc1ccccc1,31
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1C>O=C(Cc1ccccc1)NCc1ccccc1,75
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1C>O=C(Cc1ccccc1)NCc1ccccc1,15
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1C(C)C>O=C(Cc1ccccc1)NCc1ccccc1,0
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(C)C=CC=C1C>O=C(Cc1ccccc1)NCc1ccccc1,89
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(C)C=CC=C1C>O=C(Cc1ccccc1)NCc1ccccc1,21
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1C2=CC=CC=C2>O=C(Cc1ccccc1)NCc1ccccc1,3
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC([N+]([O-])=O)=CC=C1C>O=C(Cc1ccccc1)NCc1ccccc1,7
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC2=CC=CC=C21>O=C(Cc1ccccc1)NCc1ccccc1,0
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1C#N>O=C(Cc1ccccc1)NCc1ccccc1,86
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=C(F)C=C1C>O=C(Cc1ccccc1)NCc1ccccc1,94
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C1C>O=C(Cc1ccccc1)NCc1ccccc1,0
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1COC>O=C(Cc1ccccc1)NCc1ccccc1,99
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1C(O)=O>O=C(Cc1ccccc1)NCc1ccccc1,0
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1CCO>O=C(Cc1ccccc1)NCc1ccccc1,0
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1O>O=C(Cc1ccccc1)NCc1ccccc1,0
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1S(C)=O>O=C(Cc1ccccc1)NCc1ccccc1,65
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1NC(C)=O>O=C(Cc1ccccc1)NCc1ccccc1,15
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1C(N)=O>O=C(Cc1ccccc1)NCc1ccccc1,16
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB1C2=CC=CC=C2CO1>O=C(Cc1ccccc1)NCc1ccccc1,0
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1C([H])=O>O=C(Cc1ccccc1)NCc1ccccc1,0
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1SC>O=C(Cc1ccccc1)NCc1ccccc1,82
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1OC>O=C(Cc1ccccc1)NCc1ccccc1,15
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1COCOC>O=C(Cc1ccccc1)NCc1ccccc1,31
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1CN(C)C>O=C(Cc1ccccc1)NCc1ccccc1,0
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(Br)C(F)=C(F)C(F)=C1>O=C(Cc1ccccc1)NCc1ccccc1,5
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(Br)C=CC=C1>O=C(Cc1ccccc1)NCc1ccccc1,20
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(I)C=CC(F)=C1>O=C(Cc1ccccc1)NCc1ccccc1,66
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(I)C=CC=C1>O=C(Cc1ccccc1)NCc1ccccc1,90
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(I)C=CC=C1>O=C(Cc1ccccc1)NCc1ccccc1,46
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(I)C=C(OC)C(OC)=C1>O=C(Cc1ccccc1)NCc1ccccc1,47
NCC1=CC=CC=C1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(I)C(C)=C(OC)C(OC)=C1>O=C(Cc1ccccc1)NCc1ccccc1,66
C1CCCN1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(I)C=CC=C1>O=C(Cc1ccccc1)N1CCCC1,38
C1CCCN1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(I)C(OC)=C(OC)C(OC)=C1>O=C(Cc1ccccc1)N1CCCC1,52
C1CCCN1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(I)C=CC(OC)=C1>O=C(Cc1ccccc1)N1CCCC1,72
C1CCCN1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(I)C=CC(OCC2=CC=CC=C2)=C1>O=C(Cc1ccccc1)N1CCCC1,65
C1CCCN1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(I)C=C(F)C(OC)=C1>O=C(Cc1ccccc1)N1CCCC1,60
C1CCCN1.OC(CC1=CC=CC=C1)=O>OB(O)C1=C(I)C=C(C(OC)=O)C(OC)=C1>O=C(Cc1ccccc1)N1CCCC1,40
NCC1=CC=CC=C1.O=C(O)CC1=CC=CC=C1>OB(O)C1=CC(F)=C(F)C(F)=C1>O=C(Cc1ccccc1)NCc1ccccc1,41
NCC1=CC=CC=C1.O=C(O)CC1=CC=CC=C1>OB(O)C1=C(CN(C(C)C)C(C)C)C=CC=C1>O=C(Cc1ccccc1)NCc1ccccc1,3
NCC1=CC=CC=C1.O=C(O)CC1=CC=CC=C1>OB(O)C1=C(I)C=CC=C1>O=C(Cc1ccccc1)NCc1ccccc1,71
NCC1=CC=CC=C1.O=C(O)CC1=CC=CC=C1>OB(O)C1=C(I)C=CC(OC)=C1>O=C(Cc1ccccc1)NCc1ccccc1,98
NCC(C)C.O=C(O)C(C1=CC=CC=C1)C2=CC=CC=C2>OB(O)C1=CC(F)=C(F)C(F)=C1>CC(C)CNC(=O)C(c1ccccc1)c1ccccc1,17
NCC(C)C.O=C(O)C(C1=CC=CC=C1)C2=CC=CC=C2>OB(O)C1=C(CN(C(C)C)C(C)C)C=CC=C1>CC(C)CNC(=O)C(c1ccccc1)c1ccccc1,3
NCC(C)C.O=C(O)C(C1=CC=CC=C1)C2=CC=CC=C2>OB(O)C1=C(I)C=CC=C1>CC(C)CNC(=O)C(c1ccccc1)c1ccccc1,44
NCC(C)C.O=C(O)C(C1=CC=CC=C1)C2=CC=CC=C2>OB(O)C1=C(I)C=CC(OC)=C1>CC(C)CNC(=O)C(c1ccccc1)c1ccccc1,58
NCCCCCC.O=C(O)CC1=CC=CC=C1>OB(O)C1=C(I)C=CC=C1>CCCCCCNC(=O)Cc1ccccc1,60
NCCCCCC.O=C(O)CC1=CC=CC=C1>OB(O)C1=C(I)C=CC(OC)=C1>CCCCCCNC(=O)Cc1ccccc1,85
NCC(C)C.O=C(O)CC1=CC=CC=C1>OB(O)C1=C(I)C=CC=C1>CC(C)CNC(=O)Cc1ccccc1,68
NCC(C)C.O=C(O)CC1=CC=CC=C1>OB(O)C1=C(I)C=CC(OC)=C1>CC(C)CNC(=O)Cc1ccccc1,90
NCC1=CC=CC=C1.CCCCCCC(O)=O>OB(O)C1=C(I)C=CC=C1>CCCCCCC(=O)NCc1ccccc1,80
NCC1=CC=CC=C1.CCCCCCC(O)=O>OB(O)C1=C(I)C=CC(OC)=C1>CCCCCCC(=O)NCc1ccccc1,92
NCCCCCC.CCCCCCCCCCCCCCCC(O)=O>OB(O)C1=C(I)C=CC=C1>CCCCCCCCCCCCCCCC(=O)NCCCCCC,70
NCCCCCC.CCCCCCCCCCCCCCCC(O)=O>OB(O)C1=C(I)C=CC(OC)=C1>CCCCCCCCCCCCCCCC(=O)NCCCCCC,95
N1CCCC1.O=C(O)CC1=CC=CC=C1>OB(O)C1=C(I)C=CC=C1>O=C(Cc1ccccc1)N1CCCC1,66
N1CCCC1.O=C(O)CC1=CC=CC=C1>OB(O)C1=C(I)C=CC(OC)=C1>O=C(Cc1ccccc1)N1CCCC1,91
N1CCCCC1.O=C(O)CC1=CC=CC=C1>OB(O)C1=C(I)C=CC=C1>O=C(Cc1ccccc1)N1CCCCC1,55
N1CCCCC1.O=C(O)CC1=CC=CC=C1>OB(O)C1=C(I)C=CC(OC)=C1>O=C(Cc1ccccc1)N1CCCCC1,70
CNCC1=CC=CC=C1.O=C(O)CC1=CC=CC=C1>OB(O)C1=C(I)C=CC=C1>CN(Cc1ccccc1)C(=O)Cc1ccccc1,0
CNCC1=CC=CC=C1.O=C(O)CC1=CC=CC=C1>OB(O)C1=C(I)C=CC(OC)=C1>CN(Cc1ccccc1)C(=O)Cc1ccccc1,0
NCC1=CC=CC=C1.O=C(O)C1=CC=C(I)C=C1>OB(O)C1=CC(F)=C(F)C(F)=C1>O=C(NCc1ccccc1)c1ccc(I)cc1,12
NCC1=CC=CC=C1.O=C(O)C1=CC=C(I)C=C1>OB(O)C1=C(CN(C(C)C)C(C)C)C=CC=C1>O=C(NCc1ccccc1)c1ccc(I)cc1,5
NCC1=CC=CC=C1.O=C(O)C1=CC=C(I)C=C1>OB(O)C1=C(I)C=CC=C1>O=C(NCc1ccccc1)c1ccc(I)cc1,22
NCC1=CC=CC=C1.O=C(O)C1=CC=C(I)C=C1>OB(O)C1=C(I)C=CC(OC)=C1>O=C(NCc1ccccc1)c1ccc(I)cc1,30
NCC1=CC=CC=C1.O=C(O)C1=CC=CO1>OB(O)C1=C(I)C=CC=C1>O=C(NCc1ccccc1)c1ccco1,38
NCC1=CC=CC=C1.O=C(O)C1=CC=CO1>OB(O)C1=C(I)C=CC(OC)=C1>O=C(NCc1ccccc1)c1ccco1,53
NCC1=CC=CC=C1.O=C(C1=COC=C1)O>OB(O)C1=C(I)C=CC=C1>O=C(NCc1ccccc1)c1ccoc1,32
NCC1=CC=CC=C1.O=C(C1=COC=C1)O>OB(O)C1=C(I)C=CC(OC)=C1>O=C(NCc1ccccc1)c1ccoc1,44
NCC1=CC=CC=C1.O=C(C1=CC=CS1)O>OB(O)C1=C(I)C=CC=C1>O=C(NCc1ccccc1)c1cccs1,51
NCC1=CC=CC=C1.O=C(C1=CC=CS1)O>OB(O)C1=C(I)C=CC(OC)=C1>O=C(NCc1ccccc1)c1cccs1,73
NCCC1=CC=C(O)C=C1.O=C(CC1=CC=CC=C1)O>OB(O)C1=C(I)C=CC=C1>O=C(Cc1ccccc1)NCCc1ccc(O)cc1,45
NCCC1=CC=C(O)C=C1.O=C(CC1=CC=CC=C1)O>OB(O)C1=C(I)C=CC(OC)=C1>O=C(Cc1ccccc1)NCCc1ccc(O)cc1,70
NCC1=CN=CC=C1.O=C(CC1=CC=CC=C1)O>OB(O)C1=C(I)C=CC=C1>O=C(Cc1ccccc1)NCc1cccnc1,80
NCC1=CN=CC=C1.O=C(CC1=CC=CC=C1)O>OB(O)C1=C(I)C=CC(OC)=C1>O=C(Cc1ccccc1)NCc1cccnc1,99
NCC1=CC=CC=C1.O=C(O)CN1C=CC2=CC=CC=C21>OB(O)C1=C(I)C=CC=C1>O=C(Cn1ccc2ccccc21)NCc1ccccc1,73
NCC1=CC=CC=C1.O=C(O)CN1C=CC2=CC=CC=C21>OB(O)C1=C(I)C=CC(OC)=C1>O=C(Cn1ccc2ccccc21)NCc1ccccc1,99
NCCC1=CNC2=CC=CC=C21.O=C(CC1=CC=CC=C1)O>OB(O)C1=C(I)C=CC=C1>O=C(Cc1ccccc1)NCCc1c[nH]c2ccccc12,48
NCCC1=CNC2=CC=CC=C21.O=C(CC1=CC=CC=C1)O>OB(O)C1=C(I)C=CC(OC)=C1>O=C(Cc1ccccc1)NCCc1c[nH]c2ccccc12,68
CC1=C(C2=C(N1)C=CC(OC)=C2)CC(NCC(C)C)=O.ClC1=CC=C(C=C1)C(O)=O>OB(O)C1=C(I)C=CC=C1>COc1ccc2[nH]c(C)c(CC(=O)N(CC(C)C)C(=O)c3ccc(Cl)cc3)c2c1,50
CC1=C(C2=C(N1)C=CC(OC)=C2)CC(NCC(C)C)=O.ClC1=CC=C(C=C1)C(O)=O>OB(O)C1=C(I)C=CC(OC)=C1>COc1ccc2[nH]c(C)c(CC(=O)N(CC(C)C)C(=O)c3ccc(Cl)cc3)c2c1,65
CC1=C(C2=C(N1)C=CC(OC)=C2)CC(NCC3=CC=CC=C3)=O.ClC1=CC=C(C=C1)C(O)=O>OB(O)C1=C(I)C=CC=C1>COc1ccc2[nH]c(C)c(CC(=O)N(Cc3ccccc3)C(=O)c3ccc(Cl)cc3)c2c1,62
CC1=C(C2=C(N1)C=CC(OC)=C2)CC(NCC3=CC=CC=C3)=O.ClC1=CC=C(C=C1)C(O)=O>OB(O)C1=C(I)C=CC(OC)=C1>COc1ccc2[nH]c(C)c(CC(=O)N(Cc3ccccc3)C(=O)c3ccc(Cl)cc3)c2c1,85
NCC1=CC=CC=C1.CC(CC1=CC=C([C@@H](C(O)=O)C)C=C1)C>OB(O)C1=C(I)C=CC=C1>CC(C)Cc1ccc([C@H](C)C(=O)NCc2ccccc2)cc1,55
NCC1=CC=CC=C1.CC(CC1=CC=C([C@@H](C(O)=O)C)C=C1)C>OB(O)C1=C(I)C=CC(OC)=C1>CC(C)Cc1ccc([C@H](C)C(=O)NCc2ccccc2)cc1,80
NCC1=CC=CC=C1.CC(CC)C1=CC=C(C(C)C(O)=O)C=C1>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>CCC(C)c1ccc(C(C)C(=O)NCc2ccccc2)cc1,5
NCC1=CC=CC=C1.CC(CC)C1=CC=C(C(C)C(O)=O)C=C1>OB(C1=C(C(F)(F)F)C=C(C(F)(F)F)C=C1)O>CCC(C)c1ccc(C(C)C(=O)NCc2ccccc2)cc1,64
NCC1=CC=CC=C1.CC(CC)C1=CC=C(C(C)C(O)=O)C=C1>OB(C1=C(C(F)(F)F)C=C(C(F)(F)F)C=C1)O>CCC(C)c1ccc(C(C)C(=O)NCc2ccccc2)cc1,97
NCC1=CC=CC=C1.CC(CC)C1=CC=C(C(C)C(O)=O)C=C1>OB(C1=C(C(F)(F)F)C=CC=C1C(F)(F)F)O>CCC(C)c1ccc(C(C)C(=O)NCc2ccccc2)cc1,5
NCC1=CC=CC=C1.CC(CC)C1=CC=C(C(C)C(O)=O)C=C1>OB(C1=CC=CC=C1C(F)(F)F)O>CCC(C)c1ccc(C(C)C(=O)NCc2ccccc2)cc1,42
NCC1=CC=CC=C1.CC(CC)C1=CC=C(C(C)C(O)=O)C=C1>OB(C1=CC=CC=C1C)O>CCC(C)c1ccc(C(C)C(=O)NCc2ccccc2)cc1,5
NCC1=CC=CC=C1.CC(CC)C1=CC=C(C(C)C(O)=O)C=C1>OB(C1=CC=CC=C1[N+]([O-])=O)O>CCC(C)c1ccc(C(C)C(=O)NCc2ccccc2)cc1,9
NCC1=CC=CC=C1.CC(CC)C1=CC=C(C(C)C(O)=O)C=C1>OB(C1=CC=CC=C1S(F)(F)(F)(F)F)O>CCC(C)c1ccc(C(C)C(=O)NCc2ccccc2)cc1,5
NCC1=CC=CC=C1.CC(CC)C1=CC=C(C(C)C(O)=O)C=C1>OB(C1=CC=C([N+]([O-])=O)C=C1C)O>CCC(C)c1ccc(C(C)C(=O)NCc2ccccc2)cc1,31
NCC1=CC=CC=C1.CC(CC)C1=CC=C(C(C)C(O)=O)C=C1>OB(C1=CC=C([N+]([O-])=O)C=C1CC)O>CCC(C)c1ccc(C(C)C(=O)NCc2ccccc2)cc1,39
NCC1=CC=CC=C1.CC(CC)C1=CC=C(C(C)C(O)=O)C=C1>OB(C1=CC=C([N+]([O-])=O)C=C1C(C)C)O>CCC(C)c1ccc(C(C)C(=O)NCc2ccccc2)cc1,56
NCC1=CC=CC=C1.CC(CC)C1=CC=C(C(C)C(O)=O)C=C1>OB(C1=CC=CC=C1CN(C(C)C)C(C)C)O>CCC(C)c1ccc(C(C)C(=O)NCc2ccccc2)cc1,5
NCC1=CC=CC=C1.CC(CC)C1=CC=C(C(C)C(O)=O)C=C1>OB(C1=CC(OC)=CC=C1I)O>CCC(C)c1ccc(C(C)C(=O)NCc2ccccc2)cc1,46
NCCCCCC.OC(CCC1=CC=CC=C1)=O>OB(C1=CC=C(C(F)(F)F)C=C1C(F)(F)F)O>CCCCCCNC(=O)CCc1ccccc1,99
NC1=CC=C(OC)C=C1.CCC(C(O)=O)C1=CC=CC=C1>OB(C1=CC=C(C(F)(F)F)C=C1C(F)(F)F)O>CCC(C(=O)Nc1ccc(OC)cc1)c1ccccc1,95
NCCCCCC.O=C(C12CC3CC(C2)CC(C3)C1)O>OB(C1=CC=C(C(F)(F)F)C=C1C(F)(F)F)O>CCCCCCNC(=O)C12CC3CC(CC(C3)C1)C2,95
NCC1=CC=CC=C1.OC(C1=CC=CC=C1)=O>OB(C1=CC=C(C(F)(F)F)C=C1C(F)(F)F)O>O=C(NCc1ccccc1)c1ccccc1,94
N[C@@H](C(C)C)C(OC)=O.OC(C1=CC=CC=C1)=O>OB(C1=CC=C(C(F)(F)F)C=C1C(F)(F)F)O>COC(=O)[C@@H](NC(=O)c1ccccc1)C(C)C,94
C1CNCCO1.OC(C1=CC=CC=C1)=O>OB(C1=CC=C(C(F)(F)F)C=C1C(F)(F)F)O>O=C(c1ccccc1)N1CCOCC1,90
N[C@@H](CC1=CC=CC=C1)C(OC)=O.OC(C1=NC=CN=C1)=O>OB(C1=CC=C(C(F)(F)F)C=C1C(F)(F)F)O>COC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1,96
NOCC1=CC=CC=C1.CCC(C(O)=O)C1=CC=CC=C1>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>CCC(C(=O)NOCc1ccccc1)c1ccccc1,5
NC1=CC=C(OC)C=C1.CCC(C(O)=O)C1=CC=CC=C1>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>CCC(C(=O)Nc1ccc(OC)cc1)c1ccccc1,5
NC1CCCCC1.CC(C(O)=O)CC1=CC=CC=C1>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>CC(Cc1ccccc1)C(=O)NC1CCCCC1,5
CNCC1=CC=CC=C1.OC(C1CCCCC1)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>CN(Cc1ccccc1)C(=O)C1CCCCC1,5
NC1=CC=C(OC)C=C1.OC(C1=CC=CC=C1)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>COc1ccc(NC(=O)c2ccccc2)cc1,19
NOCC1=CC=CC=C1.OC(C1=CC=CC=C1)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>O=C(NOCc1ccccc1)c1ccccc1,23
N[C@@H](C(C)C)C(OC)=O.OC(C1=CC=CC=C1)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>COC(=O)[C@@H](NC(=O)c1ccccc1)C(C)C,30
N[C@@H](C(C)C)C(OC)=O.OC(C1=CC=CC=C1)=O>OB(O)C1=C(CN(C(C)C)C(C)C)C=CC=C1>COC(=O)[C@@H](NC(=O)c1ccccc1)C(C)C,2
N[C@@H](C(C)C)C(OC)=O.OC(C1=CC=CC=C1)=O>OB(O)C1=C(I)C=CC(OC)=C1>COC(=O)[C@@H](NC(=O)c1ccccc1)C(C)C,17
N[C@@H](C)C1=CC=CC=C1.OC(C1=CC=CC2=C1C=CC=C2)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>C[C@H](NC(=O)c1cccc2ccccc12)c1ccccc1,5
N[C@@H](C)C1=CC=CC=C1.OC(C1=CC=CC2=C1C=CC=C2)=O>OB(O)C1=C(CN(C(C)C)C(C)C)C=CC=C1>C[C@H](NC(=O)c1cccc2ccccc12)c1ccccc1,39
N[C@@H](C)C1=CC=CC=C1.OC(C1=CC=CC2=C1C=CC=C2)=O>OB(O)C1=C(I)C=CC(OC)=C1>C[C@H](NC(=O)c1cccc2ccccc12)c1ccccc1,5
CNCC1=CC=CC=C1.OC(C1=CC=CC=C1)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>CN(Cc1ccccc1)C(=O)c1ccccc1,32
FC(C1=NN=C2N1CCNC2)(F)F.FC1=C(C[C@@H](NC(OC(C)(C)C)=O)CC(O)=O)C=C(F)C(F)=C1>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,55
FC(C1=NN=C2N1CCNC2)(F)F.FC1=C(C[C@@H](NC(OC(C)(C)C)=O)CC(O)=O)C=C(F)C(F)=C1>OB(O)C1=CC=CC=C1>CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,50
FC(C1=NN=C2N1CCNC2)(F)F.FC1=C(C[C@@H](NC(OC(C)(C)C)=O)CC(O)=O)C=C(F)C(F)=C1>OB(O)C1=CC(OC)=CC=C1I>CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,53
NC1=CC=C(Br)C=C1.OC(CCC1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1>O=C(CCc1ccccc1)Nc1ccc(Br)cc1,44
NCCC1=CC=CC=C1.OC(/C=C/C1=CC=CC=C1)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>O=C(/C=C/c1ccccc1)NCCc1ccccc1,42
NC1=CC=C(OC)C=C1.OC(/C=C/C1=CC=CC=C1)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>COc1ccc(NC(=O)/C=C/c2ccccc2)cc1,17
NC1=CC=C(OC)C=C1.OC(/C=C/C1=CC=CC=C1)=O>OB(O)C1=CC(OC)=CC=C1I>COc1ccc(NC(=O)/C=C/c2ccccc2)cc1,29
NCCC1=CC=CC=C1.OC(/C=C/C1=CC=CC=C1)=O>OB(O)C1=CC(OC)=CC=C1I>O=C(/C=C/c1ccccc1)NCCc1ccccc1,79
NCCC1=CC=CC=C1.OC(/C=C/C1=CC=CC=C1)=O>OB(O)C1=CC=CC=C1>O=C(/C=C/c1ccccc1)NCCc1ccccc1,4
NC1=CC(OC)=C(OC)C(OC)=C1.OC(/C=C/C1=CC=CC(OC)=C1)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>COc1cccc(/C=C/C(=O)Nc2cc(OC)c(OC)c(OC)c2)c1,49
N1CCCCC1.OC(/C=C/C1=CC=CC=C1)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>O=C(/C=C/c1ccccc1)N1CCCCC1,78
NCCC1=CC=CC=C1.OC(/C=C/C1CCCCC1)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>O=C(/C=C/C1CCCCC1)NCCc1ccccc1,19
NCCC1=CC=CC=C1.OC(/C=C/C1CCCCC1)=O>OB(O)C1=CC(OC)=CC=C1I>O=C(/C=C/C1CCCCC1)NCCc1ccccc1,62
NCCC1=CC=CC=C1.OC(/C=C/C1CCCCC1)=O>OB(O)C1=CC=CC=C1>O=C(/C=C/C1CCCCC1)NCCc1ccccc1,56
NC1=CC=C(OC)C=C1.OC(/C=C/C1CCCCC1)=O>OB(O)C1=CC=CC=C1>COc1ccc(NC(=O)/C=C/C2CCCCC2)cc1,32
NCCC1=CC=CC=C1.OC(/C=C/C=C)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>C=C/C=C/C(=O)NCCc1ccccc1,45
NCCC1=CC=CC=C1.OC(/C=C/C=C/C)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>C/C=C/C=C/C(=O)NCCc1ccccc1,69
NC1=CC=C(OC)C=C1.OC(/C=C/C=C/C)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>C/C=C/C=C/C(=O)Nc1ccc(OC)cc1,5
NC1=CC=C(OC)C=C1.OC(/C=C/C=C/C=C/C)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>C/C=C/C=C/C=C/C(=O)Nc1ccc(OC)cc1,25
NC1=CC=CC=C1.OC(C#CC)=O>OB(O)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1>CC#CC(=O)Nc1ccccc1,46
